iter	Passed	Remaining
437	701798	900480
438	703331	898789
439	704850	897082
440	706306	895295
441	707862	893636
442	709334	891872
443	710768	890061
444	712119	888148
445	713566	886357
446	714945	884485
447	716453	882773
448	717922	881013
449	719379	879242
450	720946	877604
451	722450	875891
452	724006	874241
453	725473	872485
454	726993	870794
455	728590	869195
456	730044	867426
457	731648	865837
458	733068	864031
459	734459	862191
460	736023	860557
461	737549	858878
462	739077	857202
463	740444	855340
464	741982	853678
465	743497	851990
466	744933	850213
467	746824	848954
468	748898	847899
469	750769	846612
470	752354	845001
471	754164	843641
472	755913	842212
473	758063	841226
474	760507	840560
475	762384	839263
476	764393	838109
477	766003	836513
478	767709	835023
479	769358	833471
480	771181	832106
481	772330	830014
482	773402	827845
483	774438	825641
484	775555	823528
485	776645	821390
486	777777	819301
487	778833	817136
488	779884	814971
489	781116	812998
490	782216	810892
491	783409	808886
492	784728	807012
493	786090	805185
494	787293	803198
495	788450	801167
496	789640	799173
497	790851	797203
498	791939	795113
499	793045	793045
500	794150	790980
501	795317	788980
502	796369	786869
503	797484	784826
504	798681	782865
505	799851	780882
506	800976	778858
507	802118	776854
508	803220	774816
509	804434	772887
510	805532	770851
511	806668	768856
512	807776	766836
513	808891	764827
514	810059	762871
515	811165	760860
516	812295	758875
517	813326	756802
518	814462	754829
519	815912	753149
520	817243	751361
521	819139	750093
522	820599	748424
523	822059	746755
524	823605	745166
525	825392	743794
526	826829	742107
527	828265	740419
528	829742	738768
529	830852	736794
530	832004	734858
531	833094	732872
532	834180	730885
533	835280	728914
534	836437	726997
535	837584	725072
536	838660	723091
537	839827	721190
538	840929	719236
539	842117	717359
540	843483	715636
541	845061	714092
542	846156	712142
543	847214	710165
544	848208	708137
545	849146	706067
546	850197	704094
547	851272	702144
548	852473	700301
549	853514	698330
550	854621	696415
551	855814	694573
552	856896	692644
553	857934	690683
554	858918	688682
555	860985	687549
556	863692	686922
557	866349	686248
558	869143	685674
559	871728	684929
560	874399	684244
561	877151	683616
562	880073	683112
563	882506	682221
564	883338	680092
565	884250	678029
566	885201	676000
567	886177	673993
568	887058	671919
569	887978	669878
570	888851	667806
571	889774	665775
572	890718	663764
573	891746	661818
574	893560	660457
575	896008	659561
576	898725	658857
577	901107	657902
578	903568	656999
579	906013	656078
580	908699	655327
581	911217	654448
582	913567	653443
583	915948	652456
584	918604	651659
585	921393	650950
586	923911	650043
587	926365	649086
588	928740	648068
589	931084	647024
590	933619	646108
591	936040	645109
592	938454	644099
593	940832	643060
594	942888	641797
595	943825	639774
596	944685	637701
597	945556	635641
598	946455	633604
599	947592	631728
600	948636	629793
601	949667	627853
602	950555	625822
603	951508	623836
604	952416	621825
605	953454	619903
606	954365	617900
607	955296	615914
608	956202	613916
609	957988	612484
610	961000	611831
611	963549	610877
612	966205	609985
613	968752	609020
614	971133	607945
615	973488	606849
616	976018	605858
617	978420	604784
618	981104	603878
619	984284	603271
620	987078	602420
621	990094	601697
622	992945	600867
623	995942	600119
624	998723	599233
625	1001078	598088
626	1003665	597076
627	1005899	595851
628	1007057	593987
629	1007983	591990
630	1009099	590107
631	1010330	588293
632	1011485	586437
633	1012762	584654
634	1014123	582921
635	1015482	581188
636	1016870	579472
637	1018172	577709
638	1019455	575936
639	1020806	574203
640	1022007	572388
641	1023245	570594
642	1024441	568780
643	1025785	567048
644	1027036	565268
645	1028277	563483
646	1029350	561608
647	1030742	559909
648	1032483	558400
649	1034179	556865
650	1035806	555294
651	1037211	553603
652	1038286	551739
653	1039429	549912
654	1040629	548117
655	1041823	546322
656	1043097	544569
657	1044250	542756
658	1045482	540985
659	1047210	539472
660	1048474	537719
661	1049967	536085
662	1051485	534465
663	1052829	532756
664	1054359	531143
665	1055631	529400
666	1056887	527651
667	1058563	526112
668	1059795	524353
669	1061037	522600
670	1062182	520801
671	1063366	519023
672	1064500	517223
673	1065705	515459
674	1066896	513691
675	1067986	511875
676	1069121	510083
677	1070359	508341
678	1071631	506618
679	1072818	504855
680	1074119	503148
681	1075619	501535
682	1076985	499860
683	1078164	498099
684	1079380	496357
685	1080819	494718
686	1082190	493050
687	1083352	491287
688	1084753	489634
689	1086026	487924
690	1087487	486300
691	1088810	484615
692	1090067	482901
693	1091295	481176
694	1092420	479407
695	1093660	477690
696	1095010	476023
697	1096206	474289
698	1097404	472559
699	1098599	470828
700	1099912	469149
701	1101102	467419
702	1102321	465703
703	1103606	464016
704	1105049	462396
705	1106403	460740
706	1107601	459020
707	1108833	457315
708	1109940	455560
709	1111135	453844
710	1112304	452118
711	1113545	450422
712	1114831	448746
713	1116024	447035
714	1117276	445348
715	1118393	443608
716	1119641	441922
717	1120875	440232
718	1122120	438547
719	1123491	436913
720	1124662	435202
721	1125904	433519
722	1127564	431999
723	1128992	430389
724	1130452	428792
725	1131993	427226
726	1133303	425573
727	1134675	423944
728	1136010	422302
729	1137356	420666
730	1138635	419005
731	1139942	417356
732	1141285	415720
733	1143445	414382
734	1145414	412972
735	1147069	411448
736	1148757	409936
737	1150325	408381
738	1151967	406851
739	1153581	405312
740	1154982	403698
741	1156214	402025
742	1157591	400405
743	1159025	398804
744	1160298	397149
745	1161611	395508
746	1162857	393846
747	1164232	392228
748	1165632	390619
749	1166979	388993
750	1168443	387406
751	1169787	385780
752	1171324	384219
753	1172864	382658
754	1174603	381162
755	1176202	379621
756	1177495	377980
757	1178789	376341
758	1179925	374653
759	1181214	373015
760	1182463	371365
761	1183674	369703
762	1184852	368034
763	1186162	366406
764	1187338	364737
765	1188603	363098
766	1189803	361439
767	1191048	359795
768	1192242	358137
769	1193700	356559
770	1195231	355004
771	1197079	353541
772	1198406	351925
773	1199886	350354
774	1201206	348737
775	1202591	347139
776	1204088	345574
777	1205354	343944
778	1206615	342313
779	1207906	340691
780	1209635	339193
781	1211113	337624
782	1212287	335972
783	1213569	334350
784	1214811	332719
785	1216015	331077
786	1217220	329438
787	1218424	327799
788	1219556	326142
789	1220797	324515
790	1222049	322892
791	1223244	321256
792	1224584	319658
793	1225777	318022
794	1226958	316385
795	1228202	314765
796	1229504	313161
797	1230779	311550
798	1231989	309924
799	1233164	308291
800	1234358	306663
801	1235604	305049
802	1236802	303424
803	1238325	301880
804	1239880	300343
805	1241341	298784
806	1242601	297177
807	1243839	295565
808	1245107	293962
809	1246504	292390
810	1247716	290774
811	1248926	289160
812	1250242	287571
813	1251571	285985
814	1253018	284427
815	1254184	282806
816	1255718	281268
817	1256951	279664
818	1258109	278043
819	1259314	276434
820	1260485	274819
821	1261560	273184
822	1262662	271556
823	1263799	269937
824	1264947	268322
825	1266342	266759
826	1267572	265163
827	1268896	263587
828	1270177	262002
829	1271462	260420
830	1272778	258844
831	1274069	257264
832	1275217	255655
833	1276528	254081
834	1277712	252482
835	1279210	250945
836	1280792	249425
837	1282408	247911
838	1283646	246325
839	1285267	244812
840	1286805	243284
841	1288101	241710
842	1289509	240157
843	1291073	238634
844	1292309	237050
845	1293503	235460
846	1295167	233955
847	1296936	232469
848	1298434	230934
849	1300180	229443
850	1301837	227936
851	1303169	226372
852	1304604	224826
853	1305898	223256
854	1307307	221707
855	1308678	220151
856	1309941	218578
857	1311376	217034
858	1312743	215479
859	1314162	213933
860	1315418	212361
861	1316826	210814
862	1318200	209262
863	1319445	207690
864	1320729	206125
865	1321917	204546
866	1323107	202967
867	1324436	201412
868	1325843	199868
869	1327308	198333
870	1328735	196793
871	1330108	195245
872	1331483	193698
873	1332799	192142
874	1334235	190605
875	1335520	189046
876	1336743	187479
877	1338407	185974
878	1339631	184408
879	1340839	182841
880	1342068	181278
881	1343876	179792
882	1345296	178255
883	1346794	176728
884	1348395	175215
885	1349633	173654
886	1350807	172087
887	1352238	170552
888	1353577	169006
889	1354946	167465
890	1356293	165921
891	1358154	164440
892	1359516	162898
893	1361363	161414
894	1362730	159873
895	1363838	158302
896	1365091	156749
897	1366212	155182
898	1367243	153605
899	1368400	152044
900	1369509	150478
901	1370586	148910
902	1371705	147348
903	1372801	145784
904	1374168	144249
905	1375443	142706
906	1376690	141160
907	1378212	139642
908	1379492	138101
909	1380665	136549
910	1381826	134997
911	1383136	133460
912	1384311	131911
913	1385390	130354
914	1386559	128806
915	1387721	127258
916	1389180	125738
917	1390878	124239
918	1392259	122712
919	1393538	121177
920	1395226	119677
921	1396665	118156
922	1398082	116633
923	1399784	115133
924	1401401	113627
925	1402921	112112
926	1404204	110579
927	1405741	109066
928	1407043	107535
929	1408227	105995
930	1409333	104451
931	1410518	102913
932	1411740	101378
933	1412912	99841
934	1414122	98307
935	1415257	96769
936	1416542	95242
937	1417644	93703
938	1418886	92174
939	1420035	90640
940	1421074	89100
941	1422335	87574
942	1423467	86042
943	1424572	84508
944	1425798	82982
945	1426872	81449
946	1428148	79928
947	1429243	78397
948	1430426	76872
949	1431532	75343
950	1432739	73821
951	1433866	72295
952	1435005	70771
953	1436344	69257
954	1437683	67744
955	1438968	66228
956	1440064	64705
957	1441237	63185
958	1442562	61673
959	1443778	60157
960	1444951	58640
961	1446269	57129
962	1447578	55618
963	1448876	54107
964	1449959	52589
965	1451048	51072
966	1452186	49557
967	1453298	48042
968	1454414	46529
969	1455726	45022
970	1456923	43512
971	1458008	42000
972	1459195	40491
973	1460315	38981
974	1461485	37473
975	1462611	35965
976	1463770	34459
977	1464880	32952
978	1466101	31448
979	1467206	29942
980	1468571	28443
981	1470241	26949
982	1471772	25452
983	1473696	23962
984	1475009	22462
985	1476500	20964
986	1478513	19473
987	1479809	17973
988	1480990	16472
989	1482126	14970
990	1483399	13471
991	1484616	11972
992	1485772	10473
993	1486890	8975
994	1488624	7480
995	1490546	5986
996	1492589	4491
997	1493900	2993
998	1495025	1496
999	1496171	0
