iter	F1	Logloss
622	0.6391461854	0.6375163159
623	0.6391684867	0.6374802891
624	0.6394671775	0.6374474052
625	0.6392119482	0.6373965496
626	0.6394276547	0.6373642516
627	0.6396441146	0.6373305229
628	0.6394518916	0.6373044875
629	0.6393630853	0.6372691105
630	0.6392285018	0.6372423178
631	0.6395488574	0.6372016168
632	0.639802976	0.6371676389
633	0.6400373836	0.637147217
634	0.6400220525	0.6371132924
635	0.6400925196	0.6370647203
636	0.6399795149	0.6370326839
637	0.6399930592	0.6369984015
638	0.639950827	0.6369736134
639	0.6401164737	0.6369414793
640	0.6403739646	0.6369095002
641	0.6405649434	0.636865919
642	0.6407301892	0.6368179155
643	0.6407429086	0.6367705459
644	0.6406802078	0.6367461138
645	0.6405996266	0.6366944063
646	0.6407160518	0.6366528966
647	0.6408824467	0.6365897089
648	0.6408639423	0.6365570031
649	0.6408509691	0.6365271935
650	0.64103263	0.6364930169
651	0.6409583015	0.6364558485
652	0.6409150006	0.6364096805
653	0.6411279624	0.6363691489
654	0.641136064	0.6363277099
655	0.6413702676	0.6362832298
656	0.6414391934	0.6362490948
657	0.6416815649	0.6362170512
658	0.6419759286	0.6361800495
659	0.6420037238	0.6361403696
660	0.6418584609	0.6361096387
661	0.6418999781	0.6360722804
662	0.6419815544	0.6360334037
663	0.6418834197	0.6360092339
664	0.6419613671	0.6359636976
665	0.6419506076	0.6359176943
666	0.642140114	0.6358923737
667	0.642103188	0.6358539835
668	0.6422930858	0.6358240321
669	0.6422277687	0.6357847651
670	0.6422591991	0.6357600594
671	0.6424780026	0.6356965031
672	0.6423033744	0.6356497321
673	0.6422906276	0.6356182891
674	0.6423617266	0.6355773609
675	0.6425779217	0.6355489466
676	0.6425743255	0.6355093482
677	0.6425046586	0.6354559548
678	0.642846567	0.635410465
679	0.6430023001	0.6353747674
680	0.6429254121	0.6353316286
681	0.6430186188	0.6353013435
682	0.6431580863	0.6352550199
683	0.6432406351	0.6352208922
684	0.6434300373	0.6351404727
685	0.6435577735	0.6351118071
686	0.6430267355	0.635074759
687	0.6432301298	0.6350539902
688	0.6431951976	0.6350163331
689	0.6432299933	0.6349755981
690	0.6432683383	0.6349384332
691	0.6434961071	0.6348940983
692	0.6438503764	0.6348631095
693	0.6438352477	0.6348168012
694	0.6438468537	0.6347922836
695	0.6440012886	0.6347460442
696	0.6440523736	0.6347103685
697	0.6440790758	0.6346581845
698	0.6439780308	0.6346189602
699	0.6444007266	0.6345605697
700	0.6441650137	0.6345220663
701	0.6444100661	0.634483658
702	0.6443915183	0.6344389442
703	0.6444600598	0.6344058687
704	0.644037216	0.6343740521
705	0.644101125	0.6343420315
706	0.6442626249	0.6343085339
707	0.6442777328	0.6342503608
708	0.6446053306	0.6342102137
709	0.6445611877	0.6341415666
710	0.6447144524	0.6341012934
711	0.6449315682	0.6340622042
712	0.6448967427	0.6340233827
713	0.6448677299	0.6339927039
714	0.6448932541	0.6339572046
715	0.6450895388	0.6339309905
716	0.6451243595	0.6338878324
717	0.6451767104	0.6338413942
718	0.6448191103	0.6338040751
719	0.6447657146	0.633774351
720	0.6452416962	0.6337477457
721	0.6452348016	0.6337140171
722	0.6451477848	0.6336892939
723	0.6452487647	0.6336550531
724	0.6453149126	0.6336113261
725	0.6453183109	0.633563385
726	0.6454355503	0.6335124671
727	0.6453915275	0.6334696141
728	0.6455202987	0.6334396977
729	0.6456343791	0.6333933006
730	0.6456425292	0.6333427186
731	0.645638107	0.6333111043
732	0.645740347	0.6332778243
733	0.6457972913	0.6332524979
734	0.6457066961	0.633205293
735	0.6460108059	0.6331705936
736	0.6458980936	0.6331426985
737	0.6460617706	0.6330605358
738	0.6460221621	0.6329969453
739	0.6463376223	0.6329555731
740	0.646424491	0.6329184775
741	0.6463887205	0.6328683298
742	0.646373746	0.6328404313
743	0.6464343497	0.6328129861
744	0.6465317127	0.632780583
745	0.6466754951	0.632753901
746	0.6466288662	0.6327091601
747	0.6467273563	0.6326812674
748	0.6467032761	0.6326393046
749	0.6468610189	0.6325891362
750	0.6469680912	0.6325599925
751	0.6469463685	0.6325205761
752	0.6472186789	0.6324798293
753	0.6473411277	0.6324496994
754	0.6471001586	0.6324168377
755	0.6473227085	0.6323722652
756	0.6471097212	0.6323369942
757	0.6470273547	0.6322970252
758	0.6471514861	0.6322608819
759	0.6473138683	0.632201796
760	0.647494906	0.6321718173
761	0.6477206334	0.6321448743
762	0.6476931702	0.6320918583
763	0.6476692034	0.6320533978
764	0.6477316972	0.6320122336
765	0.6484415211	0.6319695829
766	0.6484984362	0.631928877
767	0.6484358433	0.6318877158
768	0.6482952311	0.6318519877
769	0.6481300084	0.6318087716
770	0.6481896142	0.6317615017
771	0.6483504909	0.6317255447
772	0.6486470905	0.6316808978
773	0.6488230622	0.6316268704
774	0.6485627692	0.6315813567
775	0.6486182057	0.6315413724
776	0.6486876671	0.6315175032
777	0.6485320283	0.6314686463
778	0.6488273769	0.6314277778
779	0.6488956444	0.6313604214
780	0.6489639053	0.6313290959
781	0.6490411372	0.6312972186
782	0.6494263383	0.6312510275
783	0.6496991303	0.6312157017
784	0.6493086215	0.6311628817
785	0.6493156412	0.6311222081
786	0.6492298645	0.6311001142
787	0.6493970898	0.6310748925
788	0.6494828457	0.6310361524
789	0.6493265726	0.6310006597
790	0.6493955639	0.6309513793
791	0.6496536034	0.6309236161
792	0.6495452812	0.6308915642
793	0.6502127982	0.6308507145
794	0.650202025	0.6307889932
795	0.6499550687	0.6307519304
796	0.6502500506	0.6307045252
797	0.6504102941	0.6306426342
798	0.6503297184	0.6305932371
799	0.6504501361	0.6305557697
800	0.6504000298	0.630507688
801	0.6504663501	0.6304796243
802	0.650463323	0.6304541825
803	0.6504804159	0.630419126
804	0.6507148936	0.6303904966
805	0.6507860481	0.6303497604
806	0.6505122524	0.6303192354
807	0.6504499406	0.630280149
808	0.6504768994	0.6302533798
809	0.6505872767	0.6302105536
810	0.6506994954	0.6301801411
811	0.6506871044	0.6301465119
812	0.6505324908	0.6301188055
813	0.6512115952	0.6300797841
814	0.6511734227	0.6300407793
815	0.6512315419	0.6300059874
816	0.6510035435	0.629964851
817	0.6512120629	0.6299264048
818	0.651203848	0.6298975529
819	0.6512490692	0.6298697132
820	0.6511151168	0.6298352481
821	0.6513500737	0.6298040957
822	0.6515767666	0.6297692041
823	0.6513682959	0.6297327813
824	0.6515397706	0.6296845263
825	0.6516214016	0.6296509266
826	0.6516672031	0.6296288329
827	0.6516765956	0.6295817852
828	0.6518967223	0.6295536268
829	0.6518568004	0.6295223987
830	0.651897322	0.6294869249
831	0.6518767827	0.6294514645
832	0.6518914262	0.6294271026
833	0.6518738146	0.6293892231
834	0.6518697366	0.6293535534
835	0.6521883408	0.6293169881
836	0.6521619484	0.6292856649
837	0.6521103326	0.6292631811
838	0.652008819	0.6292330132
839	0.6522469923	0.6291978125
840	0.6521742472	0.6291662311
841	0.6521127394	0.6291290296
842	0.6523533513	0.6290872167
843	0.6523726906	0.6290541425
844	0.652396728	0.6290217909
845	0.6524231134	0.6289989797
846	0.6521104476	0.6289586123
847	0.6524939675	0.628911735
848	0.6525268908	0.6288807971
849	0.6524559224	0.6288279445
850	0.6525762819	0.6287909469
851	0.6526490667	0.6287658415
852	0.6526391386	0.6287264792
853	0.6527988168	0.628700684
854	0.6530147643	0.6286651937
855	0.6530547733	0.6286197893
856	0.6531310618	0.6285563253
857	0.6532890381	0.6285039598
858	0.653510522	0.6284790622
859	0.6533201146	0.628442191
860	0.6533989984	0.6284019761
861	0.6531967211	0.6283622071
862	0.6530244748	0.6283126526
863	0.653033895	0.6282899145
864	0.6529928758	0.6282501314
865	0.653106217	0.6282031364
866	0.6531596984	0.6281766528
867	0.6531069106	0.6281549007
868	0.6531427281	0.6281139142
869	0.6532466374	0.6280890703
870	0.6534028327	0.6280453536
871	0.6533814146	0.6279968473
872	0.6533467783	0.6279713839
873	0.6534447904	0.6279513114
874	0.6533995524	0.627910011
875	0.6532199992	0.6278809994
876	0.6533757735	0.6278561857
877	0.6532694878	0.6278188535
878	0.65322895	0.6277936233
879	0.6534756958	0.6277620156
880	0.6537023597	0.6277233658
881	0.6531711761	0.6276803939
882	0.6535094255	0.6276454489
883	0.6532699566	0.6276025949
