iter	F1	Logloss
884	0.6536864504	0.6275759201
885	0.6535808974	0.6275554803
886	0.6536009451	0.6275012283
887	0.6535599504	0.627466854
888	0.6537056201	0.6274329979
889	0.6537445464	0.6274000199
890	0.6533105179	0.6273561826
891	0.6533765629	0.6273106895
892	0.6535687662	0.6272710293
893	0.6538121109	0.6272309309
894	0.6538578128	0.627195056
895	0.6539373086	0.6271579175
896	0.65409283	0.6271241399
897	0.6540282661	0.6270809865
898	0.6543699066	0.6270515936
899	0.6545559615	0.6270144792
900	0.6546692383	0.6269825474
901	0.6546806804	0.6269351839
902	0.65503532	0.6269014728
903	0.6549433451	0.626860145
904	0.6549217384	0.6268285795
905	0.6550337999	0.6267890181
906	0.6549461973	0.6267439762
907	0.65500595	0.62670996
908	0.6550689032	0.6266704142
909	0.6553001037	0.6266524122
910	0.6552761484	0.626619502
911	0.6551841817	0.6265790694
912	0.6551661274	0.6265384875
913	0.6551614005	0.6265013322
914	0.6554074129	0.6264633017
915	0.6552779714	0.6264299733
916	0.655340918	0.6263888427
917	0.6555959846	0.6263356425
918	0.6556530193	0.6262949341
919	0.6557481749	0.6262462151
920	0.6559354767	0.6262102303
921	0.6556347003	0.6261699519
922	0.6557945699	0.626137198
923	0.6556884856	0.6261103397
924	0.6559006403	0.6260751033
925	0.6554543845	0.6260371696
926	0.6558359561	0.6259994731
927	0.6556757914	0.6259771219
928	0.6556279064	0.6259472545
929	0.6559438551	0.6259030841
930	0.6557567802	0.6258639206
931	0.6557482169	0.6258243974
932	0.655992355	0.6257746425
933	0.6559492294	0.6257425246
934	0.6560875289	0.6256991936
935	0.6561289427	0.6256660867
936	0.6563389593	0.6256246512
937	0.6565619075	0.6255671266
938	0.6566596291	0.6255322676
939	0.6567322656	0.6255044139
940	0.656780805	0.6254646536
941	0.6568510709	0.6254352741
942	0.656946393	0.6254072825
943	0.6568877785	0.6253742176
944	0.6570938083	0.6253533314
945	0.6570772273	0.6253148067
946	0.6570577195	0.6252856073
947	0.6571897577	0.6252609648
948	0.6575159028	0.6252218614
949	0.6574693762	0.6251993117
950	0.657412336	0.6251552225
951	0.6575147177	0.6251349062
952	0.6574659766	0.6250940331
953	0.6573659612	0.62507282
954	0.6574492299	0.6250466302
955	0.6575956061	0.6250060772
956	0.6577301053	0.6249585332
957	0.6577407735	0.6249407969
958	0.6579799394	0.6249151538
959	0.658063164	0.6248775084
960	0.6582022246	0.6248477233
961	0.6584078843	0.6248188108
962	0.6584209334	0.6247755067
963	0.6584934626	0.6247365008
964	0.6585755499	0.6247067412
965	0.6582770435	0.6246750154
966	0.6584993168	0.6246394335
967	0.6585266832	0.6246113577
968	0.6586562361	0.6245619557
969	0.6583993245	0.6245283449
970	0.6586800353	0.6244938158
971	0.658804882	0.6244452586
972	0.6591768269	0.6243877823
973	0.6593205785	0.6243541241
974	0.6593597781	0.6243152326
975	0.65922432	0.6242847034
976	0.6593146251	0.6242430925
977	0.6593288904	0.6242102715
978	0.6593775904	0.6241724847
979	0.6594892459	0.6241353806
980	0.6595343797	0.6240926771
981	0.6595426946	0.6240560418
982	0.659887083	0.6240014304
983	0.6599025299	0.6239482988
984	0.6597909117	0.6239095018
985	0.6598669095	0.6238822015
986	0.6599880263	0.6238526892
987	0.6602586506	0.6238117238
988	0.6601447912	0.6237863476
989	0.6602112106	0.6237526727
990	0.6603940534	0.6237280391
991	0.6603785975	0.6236737753
992	0.6606917417	0.6236376416
993	0.6606051889	0.6235952257
994	0.660650293	0.6235695889
995	0.660650377	0.6235417963
996	0.6607335442	0.62350847
997	0.6608878017	0.6234860619
998	0.6608106755	0.6234604227
999	0.6611214098	0.6234313755
