iter	PRAUC:type=Classic	Logloss
204	0.6228214706	0.6627702694
205	0.6228352875	0.662759969
206	0.6229850887	0.6627166118
207	0.623044436	0.6626810298
208	0.6230426914	0.6626797345
209	0.6230495017	0.662671692
210	0.623049367	0.6626569224
211	0.6230564364	0.6626536599
212	0.6230609438	0.662650518
213	0.623140065	0.6626049255
214	0.6231502215	0.6625952634
215	0.6231510586	0.6625876057
216	0.623151543	0.6625803397
217	0.6231766689	0.662570248
218	0.6232780245	0.6625403044
219	0.6232797508	0.6625370239
220	0.6232832379	0.6625082716
221	0.6232872391	0.6624982877
222	0.6233388985	0.6624770244
223	0.6233565055	0.6624666714
224	0.6234100021	0.6624513121
225	0.6234636946	0.6624332603
226	0.6234722549	0.6624278934
227	0.6234768594	0.662420174
228	0.6234783085	0.6624191166
229	0.6235618042	0.6623844553
230	0.6236165701	0.6623661555
231	0.6236539912	0.6623522441
232	0.6236907349	0.6623361819
233	0.6237047807	0.6623255994
234	0.6237511716	0.6622958753
235	0.6238485179	0.6622649977
236	0.6238822626	0.6622504972
237	0.6238802198	0.6622495559
238	0.6238969257	0.6622418716
239	0.6238956516	0.6622340113
240	0.6239266322	0.6622194499
241	0.6240162199	0.6621731498
242	0.6240145997	0.6621694934
243	0.6240145997	0.6621694934
244	0.6240173354	0.662161896
245	0.6240173354	0.662161896
246	0.6240261704	0.6621538237
247	0.6240353874	0.6621511081
248	0.6240603258	0.6621451599
249	0.6240701592	0.662131828
250	0.6241095595	0.6621118124
251	0.6242378116	0.6620717975
252	0.6242392837	0.6620568711
253	0.6242621613	0.6620437747
254	0.6242508921	0.6620396906
255	0.62430254	0.6620189342
256	0.6243169157	0.662011386
257	0.6243213058	0.6620100044
258	0.6243492657	0.6620013892
259	0.6244547368	0.6619598015
260	0.6244892323	0.6619414195
261	0.6244936669	0.661939774
262	0.6245856287	0.6619029944
263	0.6247029632	0.6618616186
264	0.6247114871	0.6618530415
265	0.6247114871	0.6618530415
266	0.6247231455	0.661849523
267	0.6247317445	0.6618427274
268	0.6247326402	0.6618391659
269	0.6247621073	0.6618266291
270	0.624768207	0.6618168978
271	0.6247697036	0.6618166621
272	0.6247670074	0.6618163936
273	0.6247693808	0.6618079263
274	0.6248153303	0.66178701
275	0.6248820498	0.6617544845
276	0.6248820498	0.6617544845
277	0.6248869416	0.6617370572
278	0.6250000247	0.6616980562
279	0.6250029394	0.6616890726
280	0.6250085018	0.6616858914
281	0.6250201703	0.6616798772
282	0.6250301449	0.6616740166
283	0.6250406136	0.661670612
284	0.6250494926	0.6616677017
285	0.6250594444	0.6616638991
286	0.6250555879	0.6616587544
287	0.6251076098	0.6616420656
288	0.6251263075	0.6616310989
289	0.6253097597	0.661585761
290	0.6253302296	0.6615717624
291	0.6253302296	0.6615717624
292	0.6253536314	0.6615630963
293	0.6253607197	0.6615616479
294	0.6254379047	0.6615195962
295	0.6254474339	0.6615161125
296	0.6254560635	0.6615109399
297	0.6254616217	0.6614988181
298	0.625469892	0.6614829833
299	0.6254716132	0.6614816983
300	0.6254710871	0.6614812766
301	0.6254896162	0.6614746979
302	0.6255266921	0.6614570556
303	0.6255210905	0.6614555663
304	0.625552026	0.6614445152
305	0.6256464856	0.661403067
306	0.6256335166	0.6614008373
307	0.625675217	0.661390684
308	0.6256797145	0.6613861268
309	0.6257176106	0.6613677012
310	0.6257386565	0.6613501577
311	0.6257421004	0.6613487239
312	0.6257565188	0.6613430302
313	0.625761177	0.6613423059
314	0.6257970013	0.6613288219
315	0.6258106325	0.6613215635
316	0.6258454556	0.6613016195
317	0.6258675103	0.6612911449
318	0.6258690574	0.6612909815
319	0.6258871915	0.6612809678
320	0.6258963113	0.6612717837
321	0.6259066416	0.6612665214
322	0.6259174722	0.6612531141
323	0.6259186514	0.6612446082
324	0.625953955	0.6612250518
325	0.6259903757	0.6612103377
326	0.6260223027	0.6611891957
327	0.6260678501	0.66117421
328	0.6260720436	0.6611736365
329	0.6261374014	0.6611444755
330	0.6261395303	0.6611345016
331	0.6262103025	0.6610920725
332	0.6262975668	0.6610533871
333	0.6263254285	0.6610286736
334	0.6263365128	0.6610069726
335	0.6263471447	0.6609996343
336	0.6264283486	0.6609661443
337	0.6265947877	0.6609151877
338	0.6266362243	0.6608852506
339	0.6267704349	0.6608326092
340	0.6267834764	0.6608251571
341	0.6268577453	0.6607916043
342	0.6269507366	0.6607468584
343	0.6269568185	0.6607329751
344	0.6269860471	0.6607205092
345	0.6270097684	0.6607154633
346	0.6270957128	0.6606859881
347	0.6271745056	0.6606611228
348	0.6272200906	0.6606337804
349	0.6272278358	0.6606201444
350	0.6272433145	0.660614926
351	0.6272700402	0.6605876994
352	0.6273078813	0.6605741536
353	0.627517387	0.6605045365
354	0.6276011762	0.660467712
355	0.6276785656	0.6604334781
356	0.6277013666	0.6604158516
357	0.6277323134	0.6604016965
358	0.6277835938	0.6603694054
359	0.6278408622	0.6603358005
360	0.6278636531	0.6603252209
361	0.6278899733	0.6603105208
362	0.6279240555	0.6602916766
363	0.6279276265	0.6602751145
364	0.6280170499	0.6602476658
365	0.6280490556	0.6602215639
366	0.6281082499	0.6602011206
367	0.6281538662	0.6601852687
368	0.62816378	0.6601704769
369	0.6281739388	0.6601488957
370	0.6282059278	0.6601108177
371	0.6282261407	0.6600920238
372	0.6283215629	0.6600610152
373	0.6283790122	0.6600263285
374	0.6284361537	0.6600113392
375	0.6284491501	0.6599989303
376	0.6284979636	0.6599670916
377	0.6285315267	0.6599317157
378	0.6287815649	0.6598487068
379	0.6288104684	0.659824323
380	0.6288757113	0.6597879383
381	0.628907194	0.6597703558
382	0.6289514192	0.6597281988
383	0.628977806	0.659705919
384	0.6290298134	0.6596819533
385	0.6291394035	0.6596376146
386	0.6292730067	0.6595947757
387	0.6293312404	0.6595668735
388	0.6294167838	0.6595268334
389	0.6294661834	0.6594936633
390	0.6295059214	0.6594734168
391	0.6295276263	0.6594455018
392	0.6295792946	0.6594317108
393	0.6295989991	0.6594173436
394	0.6296349314	0.6593985617
395	0.6297128342	0.6593740174
396	0.6297214722	0.6593643867
397	0.6297855459	0.6593371127
398	0.6298279163	0.6593209524
399	0.6298845329	0.6593016602
400	0.6299514266	0.6592771114
401	0.6299802632	0.6592631918
402	0.6299965977	0.6592563054
403	0.6300291337	0.6592296213
404	0.6300633478	0.6592035702
405	0.6300920552	0.6591773268
406	0.6301177104	0.6591574337
407	0.6301817346	0.6591263696
408	0.6302456126	0.6591049114
409	0.630255186	0.6590964727
410	0.6302674396	0.6590776337
411	0.6303143949	0.6590588771
412	0.6303459316	0.6590400493
413	0.6303661261	0.6590263352
414	0.6303903076	0.6590159812
415	0.6304268708	0.6590018449
416	0.6304522707	0.6589760326
417	0.6304925116	0.6589523011
418	0.6305096292	0.658926417
419	0.6305549646	0.6588974742
420	0.6305945737	0.6588821369
421	0.6306185032	0.6588671619
422	0.6306414327	0.6588532625
423	0.630664058	0.6588356141
424	0.6307292219	0.6588061564
425	0.630778544	0.6587926584
426	0.6308089633	0.6587612487
427	0.630867043	0.6587320809
428	0.6308783269	0.6587107464
429	0.6309044631	0.6586973757
430	0.6309150436	0.6586764586
431	0.6309438994	0.6586682566
432	0.6309691823	0.6586516375
433	0.6310198413	0.6586284113
434	0.6310483945	0.6586094234
435	0.6310669664	0.6585851435
436	0.6310845737	0.6585662226
437	0.6311132365	0.6585490238
438	0.6311826166	0.6585251836
439	0.6312285546	0.6585075879
440	0.6312444565	0.6584894482
441	0.631298949	0.6584616991
442	0.6313097478	0.6584457108
443	0.6313438608	0.6584169685
444	0.6314116602	0.6584021555
445	0.6314507855	0.6583792094
446	0.6314736564	0.6583645402
447	0.6315144083	0.6583429117
448	0.6316871146	0.6582866226
449	0.6317285353	0.6582713575
450	0.6317473261	0.6582548797
451	0.6317578558	0.6582366497
452	0.6317991293	0.658224038
453	0.6318149461	0.6582060689
454	0.6318758172	0.6581738373
455	0.631893599	0.6581617517
456	0.631911332	0.6581394396
457	0.6319440763	0.6581149731
458	0.6320185606	0.658077284
459	0.6320471147	0.6580505611
460	0.6320938663	0.6580310919
461	0.6321272899	0.6580072598
462	0.6321397704	0.6580017784
463	0.6322265048	0.657972926
464	0.6322572015	0.6579558991
465	0.632278156	0.6579474915
466	0.6322973495	0.6579305757
467	0.6323381219	0.6579167077
468	0.6323791014	0.6578971041
469	0.6323970888	0.6578785771
470	0.6324428002	0.6578578702
471	0.6325714692	0.6578364896
472	0.6326111297	0.6578070908
473	0.6326308587	0.6577921949
474	0.6326479698	0.6577784695
475	0.6326774071	0.6577645886
476	0.6326996822	0.6577517946
477	0.6327238417	0.6577373181
478	0.632753553	0.657722608
479	0.6327654328	0.6577072618
480	0.6327871507	0.6576911106
481	0.6328551132	0.657656408
482	0.632874204	0.6576381181
483	0.6328815559	0.6576332253
484	0.6329307385	0.6576125003
485	0.6329390229	0.6575970039
486	0.6329562655	0.6575837487
487	0.6330168021	0.6575677318
488	0.6331703798	0.6575084801
489	0.633220398	0.6574822234
490	0.6332586198	0.6574615861
491	0.6332915419	0.6574504704
492	0.6333300635	0.6574329186
493	0.6333339479	0.6574153258
494	0.6333497563	0.6574043125
495	0.6334045929	0.6573876179
496	0.6334226196	0.6573777377
497	0.6334287998	0.6573641534
498	0.6334693396	0.6573322286
499	0.6334895584	0.6573241339
500	0.6335104706	0.6573138726
501	0.6335601055	0.6572892739
502	0.633587136	0.6572736379
503	0.6336005302	0.6572477796
504	0.6336415635	0.6572343189
505	0.6336697333	0.6572141224
506	0.6336782928	0.657203856
507	0.6336994203	0.657189959
508	0.6337237753	0.6571706386
509	0.6337654074	0.6571488794
510	0.6337801923	0.6571244734
511	0.6338175776	0.6570975243
512	0.6338400806	0.6570777699
513	0.6338710019	0.6570519822
514	0.6339319305	0.6570262775
515	0.6339470218	0.6570117798
516	0.6339732892	0.6569956749
517	0.6339927225	0.656979108
518	0.634022405	0.6569637491
519	0.6340689761	0.6569429429
520	0.6341031005	0.6569284829
521	0.6341731523	0.6568954284
522	0.634238107	0.6568732602
523	0.6342703198	0.6568605338
524	0.6342972577	0.6568421138
525	0.6343437642	0.6568218319
526	0.634357107	0.6568054922
527	0.6344020869	0.6567915604
528	0.6344255233	0.6567624987
529	0.6344675236	0.656744604
530	0.6344861108	0.656724137
531	0.6345025853	0.6567150084
532	0.6345172807	0.6567033517
533	0.6345427154	0.6566913035
534	0.6345610922	0.6566705183
535	0.6345949923	0.6566512867
536	0.6346087819	0.6566309144
537	0.634610509	0.6566230221
538	0.6346469032	0.6566023039
539	0.6346801866	0.6565834387
540	0.6346917851	0.6565627195
541	0.6347107717	0.6565362255
542	0.6347267382	0.6565200492
543	0.6347545161	0.6565018043
544	0.6347856972	0.6564874823
545	0.6348518337	0.65645582
546	0.6348785296	0.6564316373
547	0.6348847655	0.6564185283
548	0.634911897	0.6563969713
549	0.6349829325	0.6563719824
550	0.635033179	0.6563497528
551	0.635078563	0.6563358715
552	0.6350925797	0.6563190473
553	0.6351084798	0.6563020928
554	0.6351197268	0.6562901023
555	0.6351512446	0.656271105
556	0.6351839612	0.6562555715
557	0.6351964705	0.6562463759
558	0.6352280084	0.6562294457
559	0.6352499661	0.6562186745
560	0.6352969611	0.6561992325
561	0.6353623471	0.6561653231
562	0.6353763621	0.6561457251
563	0.6354073585	0.6561231006
564	0.6354166473	0.6561169327
565	0.6354452474	0.6560981585
566	0.6355339359	0.6560697371
567	0.6355611499	0.6560522612
568	0.635599405	0.6560281267
569	0.6356534266	0.6560086135
570	0.635670277	0.6559869689
571	0.6356871564	0.6559696763
572	0.6357046595	0.6559567402
573	0.6357587245	0.6559427016
574	0.635821618	0.655928723
575	0.635839033	0.655914351
576	0.6358534831	0.6558980798
577	0.6359185326	0.6558650911
578	0.6359413029	0.6558410031
579	0.6359975212	0.6558239264
580	0.636029566	0.6558054111
581	0.6360715922	0.6557892179
582	0.636085053	0.6557755453
583	0.6361256283	0.6557656005
584	0.6361575319	0.6557510942
585	0.6361823339	0.6557243018
586	0.6362000851	0.6557117691
587	0.636216532	0.6556880022
588	0.6362342076	0.6556729965
589	0.6362639199	0.6556580643
590	0.6362813553	0.6556470206
591	0.6362962075	0.6556338072
592	0.6363034942	0.6556274757
593	0.6363134138	0.6556105108
594	0.6363288359	0.6556007388
595	0.6363479127	0.6555854816
596	0.6363918016	0.6555615715
597	0.6364395087	0.6555367753
598	0.6364700044	0.6555200355
599	0.6365237071	0.6555047807
600	0.6365723616	0.6554831768
601	0.6365885193	0.6554748284
602	0.6366386312	0.6554608778
603	0.6366663973	0.6554469261
604	0.6366869003	0.6554345217
605	0.6367181688	0.6554228383
606	0.6367210182	0.6554184977
607	0.6367381352	0.6554126345
608	0.6367873902	0.6553828861
609	0.6368217882	0.6553691586
610	0.6368356997	0.6553576364
611	0.636868044	0.6553394935
612	0.6368855238	0.6553276872
613	0.6369105136	0.6553111396
614	0.6369528846	0.6553020718
615	0.6369750283	0.6552868672
616	0.6370144945	0.6552682575
617	0.6370458248	0.6552493672
618	0.6370979024	0.6552247429
619	0.6371171816	0.6552121472
620	0.6371656794	0.655188706
621	0.6371738925	0.6551814751
622	0.6372141838	0.6551666539
623	0.6372359539	0.6551504868
624	0.6372416519	0.6551378839
625	0.6372586984	0.655118615
626	0.6372857211	0.6551050777
627	0.637304344	0.6550954065
628	0.6373832545	0.6550722537
629	0.6374087873	0.6550609886
630	0.6374184424	0.6550478138
631	0.6374271261	0.6550424319
632	0.637445022	0.6550264837
633	0.6374734509	0.6550103523
634	0.6374996303	0.6549996932
635	0.6375154268	0.6549890849
636	0.6375378472	0.6549765178
637	0.6375822561	0.6549616323
638	0.6376088882	0.6549403102
639	0.6376283317	0.6549319626
640	0.6376526822	0.654916813
641	0.6376796794	0.6549019729
642	0.6377191759	0.6548895402
643	0.6377381333	0.6548801418
644	0.6377498252	0.654865933
645	0.6377618179	0.6548509148
646	0.63777512	0.6548300756
647	0.6377940288	0.6548173527
648	0.637804294	0.6548051366
649	0.6378188563	0.6547949346
650	0.6378393349	0.654778692
651	0.6378609596	0.6547662416
652	0.6378693924	0.6547537917
653	0.6378863429	0.6547400796
654	0.6379111379	0.6547277461
655	0.6379221716	0.6547157583
656	0.6379390549	0.654700493
657	0.6379549487	0.6546910592
658	0.6380102827	0.6546778724
659	0.6380262419	0.6546613801
660	0.6380408168	0.6546526639
661	0.6380969109	0.6546312678
662	0.6381160847	0.6546175207
663	0.6381415024	0.6546037977
664	0.6381693303	0.6545954786
665	0.6381969755	0.6545812041
666	0.6382169435	0.6545598158
667	0.6382245307	0.6545469358
668	0.6382358257	0.6545375096
669	0.6382503303	0.6545265647
670	0.6382815358	0.6544975742
671	0.6382930883	0.6544865809
672	0.6383153561	0.6544720859
673	0.638346657	0.6544507203
674	0.6384015158	0.6544282748
675	0.6384178176	0.6544172407
676	0.6384606787	0.654406642
677	0.6384699139	0.654394195
678	0.638478217	0.6543843823
679	0.6384998433	0.6543703486
680	0.6385291097	0.6543625658
681	0.6385425801	0.6543550515
682	0.6385607233	0.65433931
683	0.6385839316	0.6543323981
684	0.6385884786	0.6543287294
685	0.6386529107	0.6542995483
686	0.6386673264	0.6542866097
687	0.6386972012	0.6542704741
688	0.6387112145	0.6542653317
689	0.6387514029	0.6542524
690	0.6387648117	0.6542412578
691	0.6387854694	0.6542281498
692	0.6388104965	0.654213895
693	0.6388246611	0.654198447
694	0.6388541818	0.6541815119
695	0.6388876963	0.6541658297
696	0.6389089949	0.6541561318
697	0.6389280606	0.6541470994
698	0.6389395024	0.6541413918
699	0.6389604621	0.6541244691
700	0.6389759049	0.6541160638
701	0.6389902875	0.6541089868
702	0.6390061217	0.6540873674
703	0.6390269856	0.6540697428
704	0.6390361777	0.6540608773
705	0.6391009676	0.654039767
706	0.6391329791	0.6540250352
707	0.6391542097	0.6540106101
708	0.6391799349	0.6539996974
709	0.639221624	0.6539743691
710	0.6392317053	0.6539628066
711	0.6392414384	0.653953357
712	0.6392580858	0.6539366032
713	0.6393078628	0.6539205644
714	0.6393139532	0.6539147891
715	0.639318723	0.6539059898
716	0.6393616035	0.65389406
717	0.6393920057	0.6538810735
718	0.639401639	0.653877201
719	0.6394142796	0.6538729942
720	0.6394209741	0.6538648231
721	0.6394451949	0.6538522046
722	0.6394704221	0.6538473978
723	0.6394884061	0.653837397
724	0.63951107	0.653828037
725	0.639546565	0.6538141475
726	0.6395614929	0.6537986465
727	0.6395793146	0.6537813628
728	0.6395971501	0.6537669605
729	0.6396382064	0.6537422863
730	0.6396933708	0.6537208905
731	0.6397044519	0.6537103768
732	0.6397255012	0.6536957588
733	0.6397349125	0.6536808725
734	0.6397929249	0.6536577465
735	0.6398136387	0.6536446208
736	0.6398308532	0.6536344737
737	0.6398443023	0.6536247275
738	0.6398575611	0.6536171193
739	0.6398909123	0.6536051069
740	0.6399236822	0.653594554
741	0.639941603	0.6535852794
742	0.6399546186	0.6535719079
743	0.6399674327	0.6535607822
744	0.6399863822	0.6535509622
745	0.6400038294	0.6535378254
746	0.6400138456	0.6535290518
747	0.6400733805	0.6535117705
748	0.6400841369	0.6534991319
749	0.6401108572	0.6534831744
750	0.6401500452	0.6534696516
751	0.6401648373	0.6534463255
752	0.6401771241	0.653440648
753	0.6401953114	0.6534231309
754	0.6402206812	0.6534115238
755	0.6402503182	0.65339751
756	0.6402705102	0.6533862483
757	0.6402821322	0.6533746083
758	0.6403248006	0.653351028
759	0.6403436893	0.653327495
760	0.6403851365	0.6533093343
761	0.6404115254	0.6532978526
762	0.6404376281	0.6532823301
763	0.6404613596	0.653271416
764	0.6404751986	0.6532638022
765	0.6404809933	0.6532514982
766	0.640515961	0.6532408156
767	0.6405330006	0.6532304578
768	0.640548367	0.6532130846
769	0.6405570366	0.6531996389
770	0.6405749098	0.6531820331
771	0.6405876793	0.6531719148
772	0.6405916433	0.6531621207
773	0.6406499752	0.6531465701
774	0.6406625288	0.6531399674
775	0.6406946977	0.653128141
776	0.6407024462	0.6531177351
777	0.6407233401	0.653103999
778	0.6407352681	0.6530964158
779	0.6407474131	0.6530849703
780	0.6407538632	0.6530792388
781	0.6407827105	0.6530692711
782	0.6407971501	0.6530623799
783	0.6408061194	0.6530532525
784	0.6408166987	0.6530479411
785	0.6408337478	0.6530369891
786	0.6408551742	0.6530236111
787	0.6408752147	0.6530128382
788	0.6408935899	0.652999662
789	0.640919886	0.6529906367
790	0.6409274922	0.6529801762
791	0.6409426008	0.6529578545
792	0.6409715945	0.6529318344
793	0.6409955959	0.652913363
794	0.6410170824	0.6529027395
795	0.6410340348	0.6528913034
796	0.6410520748	0.6528775454
797	0.6410679732	0.6528697152
798	0.6410790981	0.6528603147
799	0.6410938366	0.652848879
800	0.6410962545	0.6528414812
801	0.6411300646	0.6528296592
802	0.641144516	0.6528179877
803	0.641151404	0.6528035
804	0.6411763283	0.6527892056
805	0.641185647	0.6527763675
806	0.6411933372	0.6527662652
807	0.6412161529	0.6527569674
808	0.641237876	0.6527450569
809	0.6412431849	0.6527405755
810	0.6412605217	0.6527318617
811	0.6412714855	0.652713204
812	0.6412897534	0.6527079906
813	0.6413471507	0.6526881547
814	0.6413663305	0.6526792449
815	0.641382151	0.6526694903
816	0.6413978512	0.6526546564
817	0.6414199128	0.6526388811
818	0.6414336372	0.6526310322
819	0.6414667835	0.6526185051
820	0.6414788776	0.6526127441
821	0.641487276	0.6526032889
822	0.6415051223	0.6525915595
823	0.6415383722	0.6525749605
824	0.6415576626	0.6525672419
825	0.6415697778	0.652553587
826	0.641594447	0.6525407736
827	0.641603851	0.6525329358
828	0.6416160819	0.6525198877
829	0.6416222534	0.6525050703
830	0.6416416184	0.6524959508
831	0.6416467771	0.6524891769
832	0.641650064	0.6524864664
833	0.6416650664	0.6524757256
834	0.6416710243	0.652457757
835	0.6416895652	0.6524484605
836	0.6417006071	0.6524365304
837	0.6417209024	0.6524235353
838	0.6417499987	0.652406319
839	0.6418057549	0.6523903217
840	0.6418426405	0.6523710324
841	0.6418716467	0.6523612986
842	0.6418812574	0.6523516723
843	0.6418963591	0.6523456935
844	0.641914667	0.6523369205
845	0.6419303457	0.6523297018
846	0.6419482514	0.652319403
847	0.6419626344	0.6523122083
848	0.6420064615	0.6522940306
849	0.6420233755	0.652279073
850	0.6420510315	0.6522625122
851	0.6420702581	0.652248726
852	0.6420760646	0.6522404568
853	0.6420880009	0.6522274241
854	0.6420963576	0.6522147103
855	0.642107543	0.652203263
856	0.6421279169	0.6521943479
857	0.6421433035	0.6521821632
858	0.6421725976	0.6521685573
859	0.6421871306	0.6521624957
860	0.6422042986	0.6521557022
861	0.6422242296	0.6521435378
862	0.642245092	0.6521325409
863	0.6422542152	0.6521186395
864	0.6422772787	0.6521083002
865	0.6423106391	0.6520884326
866	0.6423228347	0.6520783919
867	0.6423371659	0.6520630418
868	0.6423617387	0.6520517749
869	0.6423838606	0.6520381134
870	0.6424160001	0.6520241279
871	0.6424304969	0.6520093955
872	0.6424384464	0.6519949334
873	0.6424528387	0.6519833858
874	0.6424584292	0.6519800605
875	0.642477659	0.6519590845
876	0.6425057699	0.6519457555
877	0.642512188	0.6519321496
878	0.6425320258	0.6519150175
879	0.6425656957	0.651906018
880	0.6425830586	0.65189666
881	0.642605769	0.6518869463
882	0.6426242583	0.6518755033
883	0.6426915854	0.6518611944
