iter	Passed	Remaining
0	317	317613
1	646	322406
2	1003	333599
3	1299	323696
4	1592	316944
5	1920	318175
6	2310	327734
7	2568	318529
8	2952	325152
9	3278	324542
10	3647	327934
11	4016	330710
12	4351	330382
13	4676	329343
14	5060	332289
15	5416	333142
16	5778	334115
17	6107	333222
18	6429	331968
19	6762	331384
20	7064	329339
21	7408	329357
22	7765	329844
23	8111	329849
24	8466	330176
25	8750	327811
26	9099	327911
27	9450	328066
28	9867	330404
29	10223	330543
30	10591	331073
31	10845	328077
32	11096	325147
33	11491	326505
34	11903	328204
35	12303	329449
36	12678	329993
37	13027	329803
38	13403	330274
39	13802	331271
40	14093	329658
41	14479	330267
42	14843	330358
43	15185	329935
44	15525	329495
45	15876	329255
46	16227	329040
47	16600	329250
48	17008	330101
49	17319	329076
50	17658	328588
51	18062	329292
52	18446	329608
53	18838	330027
54	19224	330307
55	19627	330857
56	20020	331222
57	20387	331128
58	20762	331136
59	21101	330595
60	21441	330065
61	21740	328919
62	22100	328704
63	22444	328252
64	22781	327697
65	23155	327682
66	23521	327547
67	23781	325947
68	24143	325767
69	24500	325506
70	24872	325447
71	25305	326160
72	25721	326629
73	26117	326826
74	26477	326555
75	26825	326137
76	27135	325279
77	27478	324815
78	27843	324600
79	28205	324365
80	28574	324202
81	28910	323651
82	29290	323606
83	29653	323369
84	29996	322899
85	30306	322091
86	30661	321772
87	31095	322265
88	31469	322117
89	31890	322447
90	32261	322264
91	32623	321980
92	32987	321720
93	33344	321387
94	33722	321249
95	34073	320857
96	34480	320987
97	34830	320586
98	35189	320256
99	35543	319887
100	35857	319169
101	36224	318914
102	36579	318563
103	36936	318222
104	37296	317906
105	37654	317572
106	37973	316917
107	38352	316762
108	38733	316618
109	39100	316355
110	39494	316308
111	39843	315905
112	40229	315784
113	40574	315340
114	40933	315011
115	41324	314923
116	41772	315256
117	42161	315135
118	42534	314897
119	42857	314286
120	43241	314128
121	43610	313854
122	43981	313592
123	44357	313363
124	44737	313164
125	45104	312866
126	45477	312615
127	45896	312668
128	46341	312896
129	46747	312850
130	47272	313585
131	47780	314189
132	48294	314821
