iter	F1	Logloss
0	0.4976375234	0.6896663858
1	0.5627972046	0.6861021767
2	0.5645694229	0.683587396
3	0.5641712703	0.6815512023
4	0.5645297479	0.6798351456
5	0.5719062261	0.678426234
6	0.5717162238	0.67739842
7	0.5714792013	0.6763624265
8	0.5730772437	0.6757304293
9	0.5726722094	0.6749954079
10	0.5762252741	0.6745876143
11	0.5798754784	0.6739353517
12	0.5808196657	0.6733495755
13	0.5825625492	0.6729909736
14	0.5818319122	0.6726699085
15	0.5826113115	0.6724602792
16	0.581545506	0.6720860776
17	0.5813839819	0.671821728
18	0.5800253855	0.6716349462
19	0.5810745856	0.6713429316
20	0.5798044022	0.671205323
21	0.5784635705	0.6708613801
22	0.5792650015	0.6706195837
23	0.5791088021	0.670485255
24	0.5796405572	0.6703418538
25	0.5797073776	0.6700419622
26	0.5805907919	0.6699225356
27	0.5805715802	0.6697065017
28	0.5809456519	0.6694866474
29	0.5823425231	0.6692790555
30	0.5823299159	0.6691850079
31	0.5828040807	0.6690070564
32	0.5825459412	0.6689164593
33	0.5832586766	0.6688440545
34	0.5836650053	0.6687919498
35	0.5835651393	0.6686920715
36	0.5835397081	0.6686118722
37	0.5835313956	0.6684319695
38	0.5830526647	0.6682976619
39	0.5828517973	0.6682553602
40	0.5839314636	0.6681197111
41	0.5846569554	0.6680476309
42	0.5849911582	0.6678837828
43	0.5847968671	0.66778931
44	0.5849035191	0.6677206921
45	0.5854046032	0.6675945064
46	0.5858262792	0.6675561839
47	0.5855716453	0.6675407884
48	0.5864217193	0.6674384679
49	0.5864760885	0.6673027241
50	0.585637204	0.6672141849
51	0.5859378393	0.6671270259
52	0.5864668026	0.6670845941
53	0.5865509186	0.6670139293
54	0.5864220316	0.666918699
55	0.5865920244	0.6668799522
56	0.5873937568	0.6668498409
57	0.5870038095	0.6668142714
58	0.5876101426	0.6667419243
59	0.5877619013	0.6666768077
60	0.5882824212	0.66662753
61	0.5879609501	0.6665882335
62	0.5889745755	0.666504325
63	0.5890165441	0.6664526171
64	0.5893068385	0.6663962217
65	0.5895486025	0.6663593052
66	0.5897978315	0.6663377726
67	0.5903010881	0.6662663018
68	0.5902248824	0.6662576484
69	0.5899023	0.6661868264
70	0.5902192332	0.6661337906
71	0.5907281178	0.66606649
