iter	PRAUC:type=Classic	Logloss
85	0.6210876693	0.6643032784
86	0.6212636687	0.6641350743
87	0.621609119	0.6639481157
88	0.6216015338	0.6639418318
89	0.6216071249	0.6639290339
90	0.6217111859	0.6638773037
91	0.6217077234	0.6638746233
92	0.6219894762	0.6637384659
93	0.6221944537	0.6635999711
94	0.6222028833	0.6635900805
95	0.6222224534	0.663574914
96	0.622273356	0.6635596021
97	0.6224989831	0.6634496835
98	0.6225108261	0.6634468289
99	0.6226399449	0.6633830073
100	0.6231066862	0.6632190928
101	0.6234325588	0.6630391347
102	0.6234325588	0.6630391343
103	0.6234512625	0.6630325315
104	0.6237249562	0.6629232307
105	0.6238590286	0.6628636065
106	0.6238590286	0.6628636063
107	0.6238994046	0.6628429799
108	0.6240693913	0.662705754
109	0.6243728296	0.6625840038
110	0.6243890389	0.6625686821
111	0.6244156782	0.6625534032
112	0.6245134918	0.6624806788
113	0.6246374541	0.6624109559
114	0.6247341456	0.6623686283
115	0.6247487011	0.6623668684
116	0.6248041459	0.6623116591
117	0.6247900517	0.662307577
118	0.6247859517	0.662303505
119	0.6250478607	0.6622181946
120	0.6250733308	0.662197843
121	0.62508347	0.6621827389
122	0.6250820938	0.6621767437
123	0.6250820938	0.6621767436
124	0.6251063248	0.6621490429
125	0.6251091435	0.6621414697
126	0.6251160681	0.6621391905
127	0.6255410737	0.6619652875
128	0.6255499377	0.6619544112
129	0.6256061966	0.6619248776
130	0.6256656727	0.6618965858
131	0.6256656727	0.6618965857
132	0.6258928337	0.661801709
133	0.6259184133	0.6617859467
134	0.6260413748	0.6617236282
135	0.6261326739	0.6616726213
136	0.6265210134	0.6615173627
137	0.6268178342	0.6613330001
138	0.6268178342	0.661333
139	0.6268178342	0.6613329999
140	0.6268178342	0.6613329998
141	0.6268201827	0.6613328686
142	0.6269759744	0.6612345365
143	0.6270363719	0.6612039341
144	0.6270375457	0.6612005634
145	0.6273546673	0.6610727595
146	0.6274248534	0.6610153887
147	0.6275627115	0.6608893974
148	0.6276019196	0.6608584526
149	0.627616681	0.660852413
150	0.6276207472	0.6608509783
151	0.6276240915	0.6608489233
152	0.627627858	0.6608463144
153	0.6276268768	0.6608421357
154	0.6278861601	0.6606050509
155	0.6279191521	0.6605810289
156	0.6279964438	0.6605615773
157	0.6280941112	0.6605043185
158	0.6281553963	0.6604596696
159	0.628162581	0.6604578992
160	0.6281732861	0.6604556489
161	0.6281732861	0.6604556485
162	0.6282773999	0.6603951063
163	0.628284745	0.660394087
164	0.6282925547	0.6603937658
165	0.6283350711	0.6603743944
166	0.6283762064	0.6603512035
167	0.6285597286	0.6602801193
168	0.6286979928	0.6602107994
169	0.6288432971	0.6601587171
170	0.6289680225	0.6601027052
171	0.6289617016	0.6601019627
172	0.6289632377	0.6601014809
173	0.6290702046	0.6600499055
174	0.6293166337	0.6599061161
175	0.6293161784	0.6599057007
176	0.6293390601	0.6598974421
177	0.6294382842	0.6598737553
178	0.6294774932	0.6598575219
179	0.6294774932	0.6598575218
180	0.629560097	0.6598185505
181	0.6296788365	0.6597737866
182	0.6296930706	0.6597561369
183	0.629740792	0.6597064393
184	0.6298805928	0.6595945828
185	0.6298908992	0.6595904746
186	0.6299360408	0.6595770783
187	0.6302301491	0.6594900037
188	0.6302384835	0.6594839447
189	0.6302556422	0.6594821688
190	0.6304134535	0.6593892811
191	0.6304057011	0.6593878866
192	0.630408342	0.6593860707
193	0.6305000335	0.6593261753
194	0.6305655235	0.6592915319
195	0.630662683	0.6592013293
196	0.6306837355	0.6591837439
197	0.6306942714	0.6591823897
198	0.6307017748	0.6591819098
199	0.630826391	0.659120785
200	0.6308313379	0.6591189411
201	0.6308358376	0.6591186284
202	0.6311912957	0.658946328
203	0.6311989154	0.658944478
204	0.6312321752	0.6589336987
205	0.6312321752	0.6589336987
206	0.6312348589	0.6589334648
207	0.6312590928	0.658921416
208	0.6313072239	0.6588935472
209	0.6314036539	0.6588687515
210	0.6314008508	0.6588685649
211	0.6315423082	0.6588016193
212	0.6316587723	0.6587659721
213	0.6317377978	0.6587388679
214	0.6317881841	0.6587247511
215	0.6318152792	0.6587137796
216	0.631829292	0.6587121075
217	0.6318993325	0.658696034
218	0.6319190122	0.6586867021
219	0.6320416454	0.658619852
220	0.6321015307	0.6585767803
221	0.6321561325	0.6585328968
222	0.6322636155	0.6584643163
223	0.6322662802	0.6584641733
224	0.6322667018	0.6584635481
225	0.6322846238	0.6584480628
226	0.6323312528	0.6584268267
227	0.6323348493	0.6584178584
228	0.632383124	0.658397343
229	0.6323925746	0.6583956702
230	0.6323925746	0.6583956702
231	0.6324305627	0.6583810102
232	0.6324403986	0.6583678263
233	0.6326469148	0.6583079608
234	0.6327138321	0.6582879651
235	0.6327172549	0.6582876329
236	0.6327799117	0.6582718451
237	0.632823467	0.6582388139
238	0.633116018	0.6580990236
239	0.6332084901	0.6580437289
240	0.6332172546	0.6580405486
241	0.6332579117	0.6580284148
242	0.6333317454	0.6579812242
243	0.6334301711	0.6579348908
244	0.6335185065	0.6579049112
245	0.6337611052	0.6577683521
246	0.6337922394	0.6577573862
247	0.6337922394	0.6577573862
248	0.6337978477	0.6577553451
249	0.633885168	0.6577106305
250	0.6338849105	0.6577106175
251	0.6339777303	0.6576559103
252	0.6340158603	0.6576430975
253	0.6342798453	0.6575582804
254	0.6343837908	0.6574934638
255	0.6345422397	0.6574003462
256	0.6345422397	0.6574003462
257	0.6346161601	0.6573553542
258	0.6346157088	0.6573553385
259	0.6349457791	0.6571732221
260	0.635312094	0.657022615
261	0.6356543417	0.6568727308
262	0.6358775572	0.6567889448
263	0.635886399	0.6567688383
264	0.6358902278	0.6567681528
265	0.636019262	0.6566887304
266	0.6360186598	0.6566873713
267	0.6360570237	0.6566720743
268	0.6363454359	0.6565247306
269	0.6363885026	0.6565005622
270	0.6363882669	0.6564961895
271	0.6363882669	0.6564961895
272	0.6363912662	0.6564956292
273	0.6367094862	0.656388768
274	0.6369598822	0.65626377
275	0.6370563364	0.6562324896
276	0.6374324611	0.6561114427
277	0.6374324611	0.6561114427
278	0.6375078826	0.656057543
279	0.6376502024	0.6559855714
280	0.637745768	0.6559309864
281	0.6379741007	0.6558199897
282	0.6380247777	0.6557821632
283	0.6380247777	0.6557821632
284	0.6384351669	0.655635716
285	0.6386228893	0.655541608
286	0.6389215331	0.655419123
287	0.639425217	0.6552511926
288	0.6396316168	0.6551476688
289	0.6396943962	0.6551209035
290	0.6400025679	0.6549265342
291	0.6400743846	0.6548335384
292	0.6402958688	0.6547433466
293	0.6405582831	0.654625465
294	0.6407012686	0.6545055028
295	0.6409568076	0.6543138348
296	0.6412339627	0.6541554817
297	0.6414105656	0.6540234804
298	0.6415637491	0.6539459164
299	0.6417320594	0.653820028
300	0.6420634016	0.6536664864
301	0.6424018998	0.6534762056
302	0.6426010774	0.6533554868
303	0.642850984	0.6531910153
304	0.6430450527	0.6531058502
305	0.6431670604	0.6530449195
306	0.6434213237	0.6529375779
307	0.6436209437	0.6527865477
308	0.6439362809	0.6526164203
309	0.6441739058	0.6524665333
310	0.6443147351	0.6523527631
311	0.6445402391	0.6522507941
312	0.6447376607	0.6521105702
313	0.6449879021	0.6519084181
314	0.6452556589	0.6517436617
315	0.6453838967	0.6516670698
316	0.6455057121	0.6516058476
317	0.6457302626	0.6514568519
318	0.64598715	0.6512859904
319	0.6462787758	0.6511296274
320	0.6463645276	0.6510328627
321	0.6465562329	0.6509618914
322	0.6468653113	0.6507469779
323	0.6470463382	0.6506678835
324	0.6472972372	0.6505347421
325	0.6476508067	0.6503330068
326	0.6477720861	0.650200858
327	0.6479334277	0.6500778907
328	0.6480994805	0.6500073394
329	0.6484073977	0.6498407712
330	0.6487025833	0.6497104811
331	0.6488342271	0.6495989333
332	0.6489336432	0.6495272077
333	0.649069715	0.6494637487
334	0.6493290993	0.649339288
335	0.6495252857	0.6491744466
336	0.6497101211	0.6490805254
337	0.6500465129	0.6488852363
338	0.6502452775	0.6487428978
339	0.6504330653	0.648620957
340	0.6505824488	0.6484823327
341	0.6507493691	0.6483970234
342	0.6508456383	0.6483260708
343	0.6510769913	0.6481941783
344	0.651252069	0.6480549504
345	0.6515090198	0.6479040754
346	0.651962115	0.6477737184
347	0.6521879329	0.6476233005
348	0.6523993786	0.6475146827
349	0.6526378044	0.6473568402
350	0.6528785256	0.6472180023
351	0.6531648467	0.6470892584
352	0.6533352271	0.6469929925
353	0.6536425876	0.6468292485
354	0.6538834242	0.6467406203
355	0.6541148267	0.6466605612
356	0.6543273801	0.6465293241
357	0.6544610304	0.6464532339
358	0.6545427949	0.6463906585
359	0.6547490649	0.6462821944
360	0.6550743601	0.646043858
361	0.6553323431	0.6459453181
362	0.6555824654	0.6458119195
363	0.6558729276	0.6456971846
364	0.6560529554	0.6455886582
365	0.6563716475	0.6453813129
366	0.6565059143	0.6453081914
367	0.6567070917	0.645218734
368	0.6569603129	0.6451200286
369	0.6571815848	0.6450006545
370	0.6573829607	0.6448556066
371	0.6575616058	0.6447633198
372	0.6576977634	0.6446596659
373	0.6578412063	0.6445694839
374	0.6580901983	0.6444873033
375	0.6583914947	0.644383527
376	0.6585698779	0.6442940191
377	0.6587523383	0.6441935051
378	0.65897628	0.6440376544
379	0.6591095968	0.6438997948
380	0.6592068123	0.6437941739
381	0.6593844399	0.6437070032
382	0.6598654733	0.6435434928
383	0.6599639547	0.643440488
384	0.6601564936	0.6433077753
385	0.6603462214	0.6432123867
386	0.6605745812	0.6431023344
387	0.6607908018	0.6429932359
388	0.660995119	0.6429209888
389	0.6612509937	0.6428161401
390	0.6614096725	0.6427229429
391	0.6616206609	0.6426405707
392	0.6618422038	0.6425343731
393	0.6621231286	0.6424366188
394	0.6622674528	0.642348826
395	0.6625545957	0.6421581245
396	0.6626645244	0.6420794292
397	0.6628515815	0.6419905162
398	0.6629505326	0.6418649244
399	0.6631927419	0.6417163309
400	0.6633362739	0.6416284487
401	0.6635453106	0.6414911137
402	0.6636253598	0.6414044128
403	0.6637821122	0.6413102215
404	0.6640034133	0.6411696639
405	0.6641499558	0.6410383316
406	0.6643520352	0.6409359419
407	0.6644970182	0.6408331832
408	0.6647083834	0.6407217566
409	0.6649265282	0.6406461683
410	0.6652114249	0.6404892306
411	0.6653289428	0.6404076208
412	0.6654705465	0.640302617
413	0.6655785335	0.6402340297
414	0.6658307789	0.6401501482
415	0.6661977929	0.6400287387
416	0.6665467947	0.6398465538
417	0.6666719845	0.6397515513
418	0.666939796	0.6395936957
419	0.6670693104	0.639483665
420	0.6672658422	0.6394047202
421	0.667490882	0.6393010861
422	0.6676953039	0.639165846
423	0.6678798877	0.6391040447
424	0.6679994884	0.6390408423
425	0.6680793594	0.6389713334
426	0.6682045523	0.6388796198
427	0.668483341	0.6387951667
428	0.6685712968	0.6387398644
429	0.6687512248	0.6386059861
430	0.6689898044	0.6384820398
431	0.6691015267	0.6384173213
432	0.6692505903	0.6382940246
433	0.6694640346	0.6382147691
434	0.6695530018	0.638138551
435	0.6697814278	0.6380497951
436	0.6698964004	0.6379556842
437	0.6701677873	0.6378768052
438	0.6703802105	0.637758931
439	0.6705320086	0.6376749659
440	0.6707656542	0.6375041486
441	0.6709109431	0.637419346
442	0.6710695734	0.6373487304
443	0.6711755952	0.6372682369
444	0.671380673	0.6371376485
445	0.6716716132	0.6370382519
446	0.6719465323	0.6368441686
447	0.6720789252	0.6367790529
448	0.6722667731	0.6366229724
449	0.6723981493	0.6365411701
450	0.6726742939	0.6363825835
451	0.672841009	0.6362451773
452	0.6730332416	0.6361808422
453	0.6731797803	0.6360963451
454	0.6735315507	0.6359668023
455	0.6736833552	0.6358850052
456	0.6738239904	0.6357842754
457	0.6740145163	0.635645172
458	0.6741785362	0.6355459497
459	0.6744840254	0.6354021224
460	0.6746525501	0.6353361145
461	0.6749159958	0.6352129368
462	0.6749705334	0.6351286651
463	0.6751584686	0.635017171
464	0.6752389609	0.6349277818
465	0.6754702684	0.6347665081
466	0.6756717968	0.634704236
467	0.6758148216	0.6345891332
468	0.6758932893	0.6345432425
469	0.6759889785	0.6345067669
470	0.6760113919	0.6344695625
471	0.676174318	0.6343603623
472	0.6763240441	0.6342651251
473	0.6765277244	0.6341394339
474	0.6766852927	0.6340553874
475	0.6768043774	0.6340141336
476	0.6769346151	0.6339009207
477	0.6770567636	0.6338228679
478	0.6771901604	0.6337327515
479	0.6773029597	0.6336526783
480	0.6775853831	0.6335232534
481	0.6777229422	0.6334131073
482	0.6778454618	0.6333282087
483	0.6779661111	0.6332729032
484	0.6781589237	0.6332065297
485	0.6783589396	0.6330819492
486	0.678454929	0.6329795194
487	0.6786507855	0.6329036319
488	0.6788572093	0.6327456569
489	0.678987123	0.6326619034
490	0.6793221056	0.6325404221
491	0.6795060887	0.6324530411
492	0.6797479625	0.6323149647
493	0.6799337391	0.6322439692
494	0.6800335286	0.6321828337
495	0.6801927232	0.632108343
496	0.680450841	0.6319453759
497	0.6805507673	0.6319024583
498	0.680701543	0.6318303551
499	0.6808223762	0.631754516
500	0.6809419292	0.6316737738
501	0.6812008358	0.6315695888
502	0.6814113183	0.6314150131
503	0.6815534691	0.6313033685
504	0.68171205	0.6311878
505	0.6820179197	0.6310667227
506	0.6822226267	0.6309340841
507	0.6824458787	0.6308117963
508	0.6826594482	0.6307047859
509	0.6827438309	0.6306471595
510	0.682964894	0.6305049201
511	0.6830849578	0.6304341627
512	0.6832377833	0.6303515473
513	0.6833577185	0.6302396066
514	0.6834569625	0.6301559953
515	0.6836003516	0.6301006336
516	0.6838429914	0.6299778013
517	0.6840168077	0.6299024536
518	0.684149583	0.6298313218
519	0.6842898634	0.6297636498
520	0.6844450506	0.6296713586
521	0.6846114639	0.629612495
522	0.6847993643	0.6294790527
523	0.6850199657	0.6293720954
524	0.6852380026	0.6292504443
525	0.6854140659	0.6291725981
526	0.6855972235	0.6290284261
527	0.6858025306	0.6289117132
528	0.6858957182	0.6288172948
529	0.6860190421	0.6287565866
530	0.6860858898	0.6287136395
531	0.6862409275	0.6285932379
532	0.6864986371	0.6284837014
533	0.6865796492	0.6283895213
534	0.6868338126	0.6283002937
535	0.6869362817	0.6281969606
536	0.6871762741	0.6280744593
537	0.6874655841	0.627927729
538	0.6875653908	0.6278540637
539	0.6877183839	0.6277566705
